lrsn,CadValue_TotalAssessed
47256,232376.0000000000
47258,446891.0000000000
47272,559888.0000000000
47274,143002.0000000000
47281,496710.0000000000
47283,505848.0000000000
47288,565600.0000000000
47290,669005.0000000000
47292,575093.0000000000
47297,722977.0000000000
47299,678955.0000000000
47306,627217.0000000000
47308,493550.0000000000
47313,713022.0000000000
47315,543699.0000000000
47317,1298051.0000000000
47322,582661.0000000000
47324,351000.0000000000
47331,505529.0000000000
47333,537044.0000000000
46405,223611.0000000000
46412,380770.0000000000
46414,1392885.0000000000
46419,436670.0000000000
46421,298440.0000000000
46423,491568.0000000000
46428,344230.0000000000
46430,394780.0000000000
46437,491568.0000000000
46439,213169.0000000000
46444,222390.0000000000
46446,213169.0000000000
46448,203360.0000000000
46453,255363.0000000000
46455,258595.0000000000
46462,258595.0000000000
46464,256968.0000000000
46471,497570.0000000000
46473,456810.0000000000
46478,373540.0000000000
46480,311120.0000000000
46487,406330.0000000000
46489,629540.0000000000
46496,345450.0000000000
46498,356390.0000000000
46503,331370.0000000000
46505,342270.0000000000
46512,297670.0000000000
46514,224970.0000000000
46521,355930.0000000000
46523,325550.0000000000
46528,371590.0000000000
46530,455350.0000000000
46537,746755.0000000000
46546,1264616.0000000000
46548,1201056.0000000000
46553,770996.0000000000
46555,1314815.0000000000
46562,1179872.0000000000
46564,986912.0000000000
46571,4063785.0000000000
46573,1560740.0000000000
46578,1004840.0000000000
46580,1782852.0000000000
46587,1384376.0000000000
46589,1465752.0000000000
46596,1337916.0000000000
46598,1357508.0000000000
46603,955208.0000000000
46605,1071440.0000000000
46612,1118616.0000000000
46614,1894656.0000000000
46621,614460.0000000000
46623,426148.0000000000
46628,462793.0000000000
46630,505297.0000000000
46637,427197.0000000000
46639,632199.0000000000
46646,491568.0000000000
46648,324540.0000000000
46653,440220.0000000000
46655,402160.0000000000
46662,348860.0000000000
46664,333580.0000000000
46671,464860.0000000000
46673,558930.0000000000
46678,349350.0000000000
46680,209320.0000000000
46687,339510.0000000000
46696,327170.0000000000
46698,394360.0000000000
46703,307910.0000000000
46705,413160.0000000000
46707,333050.0000000000
46712,437220.0000000000
46714,343170.0000000000
46721,553014.0000000000
46723,325190.0000000000
46730,327350.0000000000
46732,351090.0000000000
46737,403650.0000000000
46739,335470.0000000000
46746,292760.0000000000
46748,522130.0000000000
46755,508380.0000000000
46757,486720.0000000000
46762,318760.0000000000
46764,349940.0000000000
46771,435990.0000000000
46773,344370.0000000000
46780,373540.0000000000
46782,270140.0000000000
46787,563952.0000000000
46789,339330.0000000000
46796,359180.0000000000
46798,219710.0000000000
46805,321070.0000000000
46807,187542.0000000000
46812,453110.0000000000
46814,654912.0000000000
46821,409180.0000000000
46823,536280.0000000000
46830,721464.0000000000
46832,652030.0000000000
46837,447140.0000000000
46839,432060.0000000000
46846,397590.0000000000
46848,430760.0000000000
46855,441500.0000000000
46857,376760.0000000000
46862,414740.0000000000
46864,465800.0000000000
46871,499340.0000000000
46873,503010.0000000000
46880,501420.0000000000
46882,539590.0000000000
46887,464640.0000000000
46889,433830.0000000000
46891,740110.0000000000
46896,504280.0000000000
46898,428220.0000000000
46905,445890.0000000000
46907,399970.0000000000
46912,471770.0000000000
46914,470780.0000000000
46916,452970.0000000000
46921,608280.0000000000
46923,739990.0000000000
46930,454250.0000000000
46932,553014.0000000000
46937,414320.0000000000
46939,431240.0000000000
46941,416490.0000000000
46946,415500.0000000000
46948,495270.0000000000
46955,517902.0000000000
46957,457164.0000000000
46964,415390.0000000000
46966,352930.0000000000
46971,435060.0000000000
46973,571640.0000000000
46980,362490.0000000000
46982,362000.0000000000
46989,269970.0000000000
46991,478329.0000000000
46996,382080.0000000000
46998,378200.0000000000
47005,674710.0000000000
47007,362740.0000000000
47014,457164.0000000000
47021,545890.0000000000
47023,587620.0000000000
47030,158340.0000000000
47032,5307665.0000000000
47039,529958.0000000000
47041,588828.0000000000
47046,526680.0000000000
47048,1162490.0000000000
47055,524680.0000000000
47057,504980.0000000000
47064,473940.0000000000
47066,528120.0000000000
47071,372338.0000000000
47073,389037.0000000000
47080,527170.0000000000
47082,566870.0000000000
47089,415780.0000000000
47091,567740.0000000000
47096,5970580.0000000000
47098,485210.0000000000
47105,311990.0000000000
47107,583000.0000000000
47114,526680.0000000000
47121,337420.0000000000
47123,419240.0000000000
47130,439710.0000000000
47132,417170.0000000000
47139,966170.0000000000
47141,520930.0000000000
47146,437150.0000000000
47148,1246064.0000000000
47150,579348.0000000000
47155,444310.0000000000
47157,535350.0000000000
47164,469020.0000000000
47166,436210.0000000000
47171,426240.0000000000
47173,428410.0000000000
47175,543680.0000000000
47180,522830.0000000000
47182,494800.0000000000
47189,508880.0000000000
47191,420960.0000000000
47198,526350.0000000000
47200,441950.0000000000
47205,463990.0000000000
47207,544552.0000000000
47214,509828.0000000000
47216,593128.0000000000
47223,491028.0000000000
47225,563952.0000000000
47230,491028.0000000000
47232,435614.0000000000
47239,450902.0000000000
81070,941830.0000000000
81071,1071030.0000000000
81072,969660.0000000000
81086,1000.0000000000
81087,1000.0000000000
81088,1000.0000000000
81102,884587.0000000000
81103,306614.0000000000
81104,420556.0000000000
81105,117120.0000000000
81120,397326.0000000000
81121,265321.0000000000
81122,114392.0000000000
81136,507960.0000000000
81137,533358.0000000000
81152,540448.0000000000
81153,257667.0000000000
81154,326689.0000000000
81155,2672623.0000000000
81169,424282.0000000000
81170,230283.0000000000
81172,4213242.0000000000
81185,399207.0000000000
81186,441757.0000000000
81188,545747.0000000000
81189,601177.0000000000
81202,459957.0000000000
81203,433507.0000000000
81204,378237.0000000000
81205,486337.0000000000
81219,499377.0000000000
81220,425007.0000000000
81221,542517.0000000000
81222,433937.0000000000
81236,381263.0000000000
81238,41577151.0000000000
81239,2520491.0000000000
81252,187952.0000000000
81253,137331.0000000000
81269,874383.0000000000
81270,874383.0000000000
81271,929806.0000000000
81272,737633.0000000000
81288,202520.0000000000
81289,210231.0000000000
81302,836267.0000000000
81303,880431.0000000000
81304,681697.0000000000
81305,717145.0000000000
81306,757518.0000000000
81319,8645783.0000000000
81321,7129119.0000000000
81322,4855973.0000000000
81336,429969.0000000000
81337,462193.0000000000
81338,398710.0000000000
81339,421426.0000000000
81353,382714.0000000000
81354,374753.0000000000
81355,432905.0000000000
81356,377902.0000000000
81369,616812.0000000000
81370,595994.0000000000
81371,575844.0000000000
81372,653520.0000000000
81373,508013.0000000000
81386,763485.0000000000
81387,603201.0000000000
81389,687759.0000000000
81403,730317.0000000000
81404,703562.0000000000
81405,679309.0000000000
81406,707209.0000000000
81419,714375.0000000000
81420,697881.0000000000
81421,694023.0000000000
81422,673215.0000000000
81423,696005.0000000000
81436,401070.0000000000
81437,425140.0000000000
81438,463140.0000000000
81439,444780.0000000000
81453,444800.0000000000
81454,486750.0000000000
81455,451260.0000000000
81456,441870.0000000000
81470,417180.0000000000
81471,446730.0000000000
81472,394630.0000000000
81473,386450.0000000000
81487,275914.0000000000
81488,268444.0000000000
81489,259642.0000000000
81503,433590.0000000000
81504,507950.0000000000
81505,592000.0000000000
81506,601320.0000000000
81520,433450.0000000000
81521,594020.0000000000
81522,390120.0000000000
81523,383220.0000000000
81536,515850.0000000000
81537,546200.0000000000
81538,609490.0000000000
81539,454470.0000000000
81540,385360.0000000000
81553,672658.0000000000
81554,653706.0000000000
81555,720283.0000000000
81556,715816.0000000000
81570,421393.0000000000
81571,483197.0000000000
81572,428460.0000000000
81573,390734.0000000000
81587,425593.0000000000
81588,449891.0000000000
81589,479742.0000000000
81590,522047.0000000000
81603,374343.0000000000
81605,567353.0000000000
81620,473119.0000000000
81621,1428360.0000000000
81622,1295900.0000000000
81623,1142130.0000000000
81637,1181110.0000000000
81638,1426660.0000000000
81639,1627160.0000000000
81640,1495410.0000000000
81653,525820.0000000000
81654,504500.0000000000
81655,628490.0000000000
81656,395170.0000000000
81657,491300.0000000000
81670,495320.0000000000
81671,440890.0000000000
81673,492900.0000000000
81687,483330.0000000000
81688,478260.0000000000
81689,1000.0000000000
81690,1000.0000000000
81704,433040.0000000000
81705,539080.0000000000
81706,531330.0000000000
81707,666450.0000000000
81720,619540.0000000000
81721,461390.0000000000
81722,452950.0000000000
81723,500230.0000000000
81737,582680.0000000000
81738,548400.0000000000
81739,440240.0000000000
81740,535840.0000000000
81754,578990.0000000000
81755,559880.0000000000
81756,552400.0000000000
81757,495680.0000000000
81770,550740.0000000000
81771,710920.0000000000
81772,541800.0000000000
81773,552010.0000000000
81774,532940.0000000000
81787,555140.0000000000
81788,594370.0000000000
81789,556820.0000000000
81790,525500.0000000000
81804,633700.0000000000
81805,522160.0000000000
81806,520630.0000000000
81807,522290.0000000000
81821,1000.0000000000
81822,1000.0000000000
81823,1000.0000000000
81824,434070.0000000000
81837,373127.0000000000
81838,395817.0000000000
81839,376939.0000000000
81840,377464.0000000000
81854,359876.0000000000
81855,429659.0000000000
81856,403482.0000000000
81857,391922.0000000000
81872,381548.0000000000
81873,525083.0000000000
81887,3240.0000000000
81888,116549.0000000000
81889,116549.0000000000
81890,116549.0000000000
81891,116549.0000000000
81906,2766946.0000000000
81907,231127.0000000000
81921,1137450.0000000000
81922,10522.0000000000
81923,397806.0000000000
81924,7770.0000000000
81938,1181739.0000000000
81939,239661.0000000000
81940,750300.0000000000
81954,874383.0000000000
81955,1000.0000000000
81956,1000.0000000000
81971,679763.0000000000
81972,871736.0000000000
81973,1008416.0000000000
81974,914586.0000000000
47241,471598.0000000000
47248,500840.0000000000
47250,535743.0000000000
47255,536656.0000000000
47257,456237.0000000000
47264,1591556.0000000000
47266,774639.0000000000
47273,584278.0000000000
47280,641578.0000000000
47282,450540.0000000000
47289,509874.0000000000
47291,978364.0000000000
47298,872190.0000000000
47300,520269.0000000000
47305,506547.0000000000
47307,457273.0000000000
47314,839753.0000000000
47316,505408.0000000000
47323,560672.0000000000
47325,493957.0000000000
47332,604788.0000000000
47339,724363.0000000000
47341,644470.0000000000
47348,493473.0000000000
47350,566876.0000000000
47355,637303.0000000000
47357,494936.0000000000
47364,620914.0000000000
47366,408270.0000000000
47373,389260.0000000000
47375,503510.0000000000
47380,549990.0000000000
47382,420940.0000000000
47384,456570.0000000000
47389,571990.0000000000
47391,480867.0000000000
47398,478800.0000000000
47400,295000.0000000000
47405,495618.0000000000
47407,503740.0000000000
47409,888690.0000000000
47414,890320.0000000000
47416,688877.0000000000
47423,473890.0000000000
47425,513100.0000000000
47430,493090.0000000000
47432,502200.0000000000
47434,632170.0000000000
47439,367750.0000000000
47441,145000.0000000000
47448,430810.0000000000
47450,502080.0000000000
47457,415000.0000000000
47459,541932.0000000000
47464,725404.0000000000
47466,466308.0000000000
47473,371440.0000000000
47489,312392.0000000000
47498,405110.0000000000
47500,341310.0000000000
47507,344960.0000000000
47509,405920.0000000000
47514,434750.0000000000
47516,1000.0000000000
47523,170000.0000000000
47525,42500.0000000000
47534,341110.0000000000
47539,424270.0000000000
47541,394760.0000000000
47550,446630.0000000000
47557,510340.0000000000
47559,503720.0000000000
47564,325943.0000000000
47566,307997.0000000000
47573,305419.0000000000
47575,286236.0000000000
47582,321697.0000000000
47584,270207.0000000000
47589,336835.0000000000
47591,952878.0000000000
47598,438150.0000000000
47600,534970.0000000000
47607,410630.0000000000
47609,497960.0000000000
47614,490080.0000000000
47616,465630.0000000000
47623,547180.0000000000
47625,608500.0000000000
47632,601500.0000000000
47634,419500.0000000000
47639,639870.0000000000
47641,424090.0000000000
47643,437340.0000000000
47648,410850.0000000000
47650,558800.0000000000
47657,518440.0000000000
47659,443760.0000000000
47664,480970.0000000000
47666,2088006.0000000000
47668,1200260.0000000000
47682,441600.0000000000
47684,350130.0000000000
47691,387420.0000000000
47693,569380.0000000000
47698,398410.0000000000
47700,436890.0000000000
47707,334890.0000000000
47709,455910.0000000000
47716,434300.0000000000
47718,491028.0000000000
47734,373065.0000000000
47741,374327.0000000000
47743,370542.0000000000
47748,400395.0000000000
47750,369007.0000000000
47757,392932.0000000000
47759,343304.0000000000
47766,352059.0000000000
47768,389740.0000000000
47773,395668.0000000000
47775,614460.0000000000
47782,965874.0000000000
47784,442570.0000000000
47791,425060.0000000000
47793,397740.0000000000
47798,381790.0000000000
47800,407480.0000000000
47807,410280.0000000000
47809,481590.0000000000
47816,411860.0000000000
47818,500400.0000000000
47823,557110.0000000000
47825,506830.0000000000
47832,641930.0000000000
47834,554370.0000000000
47841,503150.0000000000
47843,553014.0000000000
47848,526780.0000000000
47850,544980.0000000000
47857,649572.0000000000
47859,649572.0000000000
47866,384030.0000000000
47868,440660.0000000000
47873,368010.0000000000
47875,345490.0000000000
47877,363300.0000000000
47882,388830.0000000000
47884,525933.0000000000
47891,369480.0000000000
47893,415030.0000000000
47898,411110.0000000000
47900,377440.0000000000
47902,333410.0000000000
47907,403490.0000000000
47909,821202.0000000000
47916,324900.0000000000
47918,477170.0000000000
47923,380860.0000000000
47925,396020.0000000000
47927,457164.0000000000
47932,553014.0000000000
47934,364060.0000000000
47941,355740.0000000000
47943,344330.0000000000
47950,614460.0000000000
47957,353577.0000000000
47959,376897.0000000000
47966,404232.0000000000
47968,414913.0000000000
47975,395036.0000000000
47977,386687.0000000000
47982,461767.0000000000
47984,416050.0000000000
47991,472950.0000000000
47993,520590.0000000000
48000,451460.0000000000
48002,448520.0000000000
48007,507530.0000000000
48009,765090.0000000000
48016,604070.0000000000
48018,499540.0000000000
48025,485370.0000000000
48027,449260.0000000000
48032,526680.0000000000
48034,498262.0000000000
48041,679975.0000000000
48043,613415.0000000000
48050,576917.0000000000
48052,526255.0000000000
48057,622266.0000000000
48059,532282.0000000000
48066,466111.0000000000
48068,437213.0000000000
48075,333903.0000000000
48077,385458.0000000000
48082,461688.0000000000
48084,593826.0000000000
48091,393828.0000000000
48093,504194.0000000000
48100,455800.0000000000
48102,8531966.0000000000
48107,272280.0000000000
48109,258042.0000000000
48111,314392.0000000000
81988,953556.0000000000
81989,1133116.0000000000
81990,985436.0000000000
81991,1028136.0000000000
82004,1200696.0000000000
82005,1167326.0000000000
82006,1124166.0000000000
82007,905736.0000000000
82008,1203938.0000000000
82021,342420.0000000000
82022,812736.0000000000
82024,812736.0000000000
82038,509890.0000000000
82039,544020.0000000000
82040,549910.0000000000
82041,555850.0000000000
82055,545520.0000000000
82056,589230.0000000000
82057,471600.0000000000
82058,494120.0000000000
82071,547490.0000000000
82072,530340.0000000000
82073,508240.0000000000
82074,515420.0000000000
82088,457340.0000000000
82089,515100.0000000000
82090,486970.0000000000
82091,538300.0000000000
82105,537520.0000000000
82106,539590.0000000000
82107,546630.0000000000
82108,530370.0000000000
82121,376600.0000000000
82122,387440.0000000000
82123,387550.0000000000
82124,401370.0000000000
82125,385470.0000000000
82138,365520.0000000000
82139,369160.0000000000
82140,361270.0000000000
82141,365520.0000000000
82155,225420.0000000000
82156,1000.0000000000
82157,1000.0000000000
82158,677541.0000000000
82173,35174.0000000000
82175,31236.0000000000
82188,26774.0000000000
82189,26774.0000000000
82190,26774.0000000000
82191,39374.0000000000
82205,78285.0000000000
82206,600202.0000000000
82207,103500.0000000000
82223,581907.0000000000
82224,47325.0000000000
82225,795131.0000000000
82238,52960.0000000000
82239,911639.0000000000
82240,704800.0000000000
82241,1134.0000000000
82242,5053.0000000000
82255,82740.0000000000
82258,142391.0000000000
82272,1002478.0000000000
82274,5056.0000000000
82290,60996.0000000000
82291,267235.0000000000
82292,404782.0000000000
82308,23786.0000000000
82322,326357.0000000000
82323,593885.0000000000
82325,23559339.0000000000
82339,594160.0000000000
82340,653040.0000000000
82341,779160.0000000000
82342,676420.0000000000
82355,906850.0000000000
82356,814840.0000000000
82358,867600.0000000000
82359,826250.0000000000
82372,612630.0000000000
82373,807780.0000000000
82374,818000.0000000000
82375,853230.0000000000
82389,1428485.0000000000
82390,1211808.0000000000
82405,925596.0000000000
82406,1149015.0000000000
82407,961870.0000000000
82408,976544.0000000000
82409,1386512.0000000000
82422,381167.0000000000
82423,385687.0000000000
82424,427337.0000000000
82425,383207.0000000000
82439,380007.0000000000
82440,389187.0000000000
82441,399577.0000000000
82442,366787.0000000000
82456,373027.0000000000
82457,363897.0000000000
82458,368367.0000000000
82459,364642.0000000000
82473,71066.0000000000
82474,122500.0000000000
82475,1000.0000000000
82476,747078.0000000000
82491,498330.0000000000
82492,481270.0000000000
82506,1000.0000000000
82507,1000.0000000000
82508,362780.0000000000
82509,415640.0000000000
82522,508900.0000000000
82523,517080.0000000000
82524,447810.0000000000
82525,447750.0000000000
82526,492980.0000000000
82539,486740.0000000000
82540,410940.0000000000
82541,455270.0000000000
82542,476100.0000000000
82556,573010.0000000000
82557,603680.0000000000
82558,574400.0000000000
82559,529500.0000000000
82573,496640.0000000000
82574,460780.0000000000
82575,484480.0000000000
82576,463760.0000000000
82589,525091.0000000000
82590,255888.0000000000
82591,317176.0000000000
82592,166535.0000000000
82593,41611.0000000000
82606,660133.0000000000
82607,29040.0000000000
82608,721532.0000000000
82609,397034.0000000000
82623,588126.0000000000
82625,1172562.0000000000
82626,293170.0000000000
82639,357188.0000000000
82640,409100.0000000000
82641,383333.0000000000
82642,1000.0000000000
82643,412621.0000000000
82656,431350.0000000000
82657,385822.0000000000
82658,391439.0000000000
82659,421343.0000000000
82673,420503.0000000000
82675,399147.0000000000
82676,420745.0000000000
82690,517902.0000000000
82691,517902.0000000000
82692,408177.0000000000
82693,517902.0000000000
82706,623536.0000000000
82707,721333.0000000000
82708,723224.0000000000
82709,776763.0000000000
82723,633679.0000000000
82724,710266.0000000000
82725,639486.0000000000
82726,1000.0000000000
82740,1019250.0000000000
82741,1019250.0000000000
82742,1019250.0000000000
82756,413300.0000000000
82757,406024.0000000000
82758,416135.0000000000
82759,399755.0000000000
82760,447016.0000000000
82773,400553.0000000000
82774,559324.0000000000
82775,401341.0000000000
82776,406633.0000000000
82790,157088.0000000000
82791,3205722.0000000000
82792,1000.0000000000
82807,122850.0000000000
82808,122850.0000000000
82809,122850.0000000000
82810,1000.0000000000
82823,330750.0000000000
82824,122850.0000000000
82826,1000.0000000000
82840,1588870.0000000000
82841,1589470.0000000000
82842,1538660.0000000000
82843,1544650.0000000000
82858,357000.0000000000
82859,357000.0000000000
82860,357000.0000000000
82873,637093.0000000000
82874,4453311.0000000000
82875,2513050.0000000000
82876,6528098.0000000000
82877,873041.0000000000
82890,151888.0000000000
82891,147000.0000000000
82892,1000.0000000000
47340,541202.0000000000
47342,499193.0000000000
47347,626056.0000000000
47349,607950.0000000000
47356,548737.0000000000
47358,611861.0000000000
47365,548985.0000000000
47367,492790.0000000000
47372,506670.0000000000
47374,413190.0000000000
47381,872690.0000000000
47383,467690.0000000000
47390,552763.0000000000
47392,566013.0000000000
47397,511230.0000000000
47399,372390.0000000000
47406,765830.0000000000
47408,788840.0000000000
47415,665040.0000000000
47417,555190.0000000000
47422,576840.0000000000
47424,478650.0000000000
47431,617680.0000000000
47433,576870.0000000000
47440,408910.0000000000
47442,674400.0000000000
47447,413020.0000000000
47449,410940.0000000000
47456,446580.0000000000
47458,529128.0000000000
47465,506748.0000000000
47467,460848.0000000000
47472,402710.0000000000
47474,1517744.0000000000
47481,553381.0000000000
47492,3948680.0000000000
47497,507322.0000000000
47499,532060.0000000000
47501,435600.0000000000
47506,313544.0000000000
47508,550290.0000000000
47515,8426880.0000000000
47517,414270.0000000000
47522,539780.0000000000
47524,170000.0000000000
47526,578720.0000000000
47531,491028.0000000000
47540,374820.0000000000
47542,452930.0000000000
47547,434190.0000000000
47549,383980.0000000000
47556,498010.0000000000
47558,353350.0000000000
47565,287190.0000000000
47567,289118.0000000000
47574,286297.0000000000
47576,313864.0000000000
47581,305007.0000000000
47583,357845.0000000000
47592,639620.0000000000
47599,643320.0000000000
47601,541380.0000000000
47606,563510.0000000000
47608,549250.0000000000
47615,480840.0000000000
47617,505010.0000000000
47624,557790.0000000000
47626,435690.0000000000
47631,564340.0000000000
47633,585580.0000000000
47640,593080.0000000000
47642,513450.0000000000
47649,417240.0000000000
47651,535900.0000000000
47656,549440.0000000000
47658,546500.0000000000
47665,489000.0000000000
47667,1574080.0000000000
47681,548940.0000000000
47683,388110.0000000000
47690,409780.0000000000
47692,383350.0000000000
47699,410900.0000000000
47701,468910.0000000000
47706,469670.0000000000
47708,360120.0000000000
47715,544240.0000000000
47717,451490.0000000000
47740,371774.0000000000
47742,390835.0000000000
47749,371637.0000000000
47751,406232.0000000000
47756,391929.0000000000
47758,337178.0000000000
47760,329122.0000000000
47765,400912.0000000000
47767,361240.0000000000
47776,614460.0000000000
47781,495063.0000000000
47783,875586.0000000000
47785,450310.0000000000
47790,425450.0000000000
47792,386190.0000000000
47799,389480.0000000000
47801,435420.0000000000
47808,419130.0000000000
47810,454090.0000000000
47815,388370.0000000000
47817,376440.0000000000
47824,503280.0000000000
47826,464160.0000000000
47833,502590.0000000000
47835,480420.0000000000
47840,1010080.0000000000
47842,526190.0000000000
47849,571310.0000000000
47851,459170.0000000000
47858,833901.0000000000
47860,693340.0000000000
47865,352010.0000000000
47867,402650.0000000000
47874,425010.0000000000
47876,405560.0000000000
47883,326800.0000000000
47885,440420.0000000000
47890,402200.0000000000
47892,354810.0000000000
47899,352350.0000000000
47901,416630.0000000000
47908,733824.0000000000
47910,591240.0000000000
47915,634950.0000000000
47917,374920.0000000000
47924,614460.0000000000
47926,420440.0000000000
47933,347670.0000000000
47935,362710.0000000000
47940,345110.0000000000
47942,343740.0000000000
47949,654912.0000000000
47958,437149.0000000000
47960,430360.0000000000
47965,369846.0000000000
47967,391494.0000000000
47974,436115.0000000000
47976,341015.0000000000
47983,430010.0000000000
47985,464690.0000000000
47990,661960.0000000000
47992,812947.0000000000
47994,500120.0000000000
47999,615800.0000000000
48001,596680.0000000000
48008,482500.0000000000
48010,497170.0000000000
48015,470280.0000000000
48017,607130.0000000000
48019,461720.0000000000
48024,390030.0000000000
48026,446040.0000000000
48033,579640.0000000000
48035,569970.0000000000
48040,660880.0000000000
48042,724802.0000000000
48044,512730.0000000000
48049,596384.0000000000
48051,674158.0000000000
48058,418220.0000000000
48060,488812.0000000000
48067,416383.0000000000
48069,465143.0000000000
48074,405607.0000000000
48076,374517.0000000000
48083,527935.0000000000
48085,473408.0000000000
48092,408287.0000000000
48094,457164.0000000000
48099,530360.0000000000
48101,149488.0000000000
48108,231511.0000000000
48110,3585049.0000000000
48119,436834.0000000000
48124,375510.0000000000
48133,597310.0000000000
48135,356660.0000000000
48142,350810.0000000000
48144,534480.0000000000
48149,491568.0000000000
48151,506820.0000000000
48158,391650.0000000000
48160,359550.0000000000
48167,702980.0000000000
48169,418640.0000000000
48174,491028.0000000000
48176,315380.0000000000
48185,999027.0000000000
48192,425940.0000000000
48194,407560.0000000000
48199,3932544.0000000000
48201,656310.0000000000
48210,1966272.0000000000
48217,1000.0000000000
48219,238500.0000000000
48224,466650.0000000000
82893,555340.0000000000
82907,357078.0000000000
82908,359830.0000000000
82909,500.0000000000
82910,5620.0000000000
82924,645785.0000000000
82925,376814.0000000000
82926,550176.0000000000
82927,1495160.0000000000
82940,377500.0000000000
82941,1312160.0000000000
82942,1405745.0000000000
82943,1170730.0000000000
82959,1995366.0000000000
82960,592620.0000000000
82974,14114.0000000000
82990,4551.0000000000
82991,355410.0000000000
82992,567800.0000000000
82993,588126.0000000000
83007,196524.0000000000
83008,4092.0000000000
83009,689100.0000000000
83010,226710.0000000000
83024,933456.0000000000
83025,1128462.0000000000
83026,697079.0000000000
83027,690570.0000000000
83041,1510289.0000000000
83043,252381.0000000000
83044,2070893.0000000000
83057,518250.0000000000
83058,537052.0000000000
83059,314090.0000000000
83060,1138760.0000000000
83074,845905.0000000000
83075,842017.0000000000
83076,657564.0000000000
83077,633078.0000000000
83091,500770.0000000000
83092,504320.0000000000
83093,538700.0000000000
83094,546290.0000000000
83107,562910.0000000000
83108,522960.0000000000
83109,527050.0000000000
83110,514590.0000000000
83111,499130.0000000000
83124,476990.0000000000
83125,443880.0000000000
83126,496700.0000000000
83127,498690.0000000000
83141,563370.0000000000
83142,562070.0000000000
83143,496100.0000000000
83144,531160.0000000000
83158,387920.0000000000
83159,437290.0000000000
83160,480790.0000000000
83161,394360.0000000000
83174,873709.0000000000
83175,712727.0000000000
83176,736729.0000000000
83177,749297.0000000000
83191,1099165.0000000000
83192,916960.0000000000
83193,1109749.0000000000
83194,1002307.0000000000
83208,1242257.0000000000
83209,841706.0000000000
83210,942292.0000000000
83211,1163381.0000000000
83224,412520.0000000000
83225,542080.0000000000
83226,610290.0000000000
83227,405450.0000000000
83228,485280.0000000000
83241,513410.0000000000
83242,529520.0000000000
83243,452380.0000000000
83244,654912.0000000000
83259,467.0000000000
83261,898930.0000000000
83275,157500.0000000000
83276,1703042.0000000000
83277,157500.0000000000
83278,887540.0000000000
83291,194145.0000000000
83292,498694.0000000000
83293,454778.0000000000
83294,749522.0000000000
83308,1015762.0000000000
83309,614460.0000000000
83310,614460.0000000000
83311,614460.0000000000
83325,536804.0000000000
83326,349302.0000000000
83341,5760.0000000000
83342,5747.0000000000
83343,5736.0000000000
83344,1535034.0000000000
83345,976605.0000000000
83358,695595.0000000000
83359,765927.0000000000
83360,991912.0000000000
83361,955420.0000000000
83377,1244772.0000000000
83378,1230578.0000000000
83394,5500.0000000000
83395,288500.0000000000
83409,410012.0000000000
83410,471909.0000000000
83411,404909.0000000000
83425,400362.0000000000
83426,468024.0000000000
83427,439349.0000000000
83428,477243.0000000000
83442,413834.0000000000
83443,422653.0000000000
83444,384538.0000000000
83445,392015.0000000000
83458,2198541.0000000000
83460,1395245.0000000000
83462,1424727.0000000000
83475,391520.0000000000
83476,433430.0000000000
83477,488950.0000000000
83478,430990.0000000000
83492,630785.0000000000
83493,495930.0000000000
83494,387730.0000000000
83495,430520.0000000000
83509,377300.0000000000
83510,382780.0000000000
83511,1000.0000000000
83512,397600.0000000000
83525,491300.0000000000
83526,380350.0000000000
83527,435500.0000000000
83528,441630.0000000000
83542,383100.0000000000
83543,443640.0000000000
83544,395140.0000000000
83545,387370.0000000000
83559,1500.0000000000
83560,969.0000000000
83561,433313.0000000000
83562,3980.0000000000
83575,621330.0000000000
83576,486290.0000000000
83577,485220.0000000000
83578,551760.0000000000
83579,492020.0000000000
83592,581060.0000000000
83593,569620.0000000000
83594,550020.0000000000
83595,596120.0000000000
83609,506190.0000000000
83610,646220.0000000000
83611,576490.0000000000
83612,538840.0000000000
83626,544120.0000000000
83627,517620.0000000000
83628,639710.0000000000
83629,575660.0000000000
83642,684090.0000000000
83643,430620.0000000000
83644,600160.0000000000
83645,595110.0000000000
83659,361140.0000000000
83660,384840.0000000000
83661,366880.0000000000
83662,455500.0000000000
83676,412660.0000000000
83677,396430.0000000000
83678,398660.0000000000
83679,418530.0000000000
83692,454240.0000000000
83693,389300.0000000000
83694,368580.0000000000
83695,366830.0000000000
83696,393560.0000000000
83709,425941.0000000000
83710,401328.0000000000
83711,396367.0000000000
83712,392318.0000000000
83726,513582.0000000000
83727,643280.0000000000
83728,440608.0000000000
83729,555248.0000000000
83742,383986.0000000000
83743,506024.0000000000
83744,449908.0000000000
83745,448148.0000000000
83746,557760.0000000000
83759,539125.0000000000
83760,676214.0000000000
83761,503880.0000000000
83762,618656.0000000000
83777,1403760.0000000000
83778,384332.0000000000
83793,681255.0000000000
83794,227629.0000000000
83795,971.0000000000
48116,4580925.0000000000
48118,492709.0000000000
48125,494190.0000000000
48127,370520.0000000000
48132,432900.0000000000
48134,318390.0000000000
48136,406460.0000000000
48141,332610.0000000000
48143,408680.0000000000
48150,412800.0000000000
48152,442580.0000000000
48157,431210.0000000000
48159,397500.0000000000
48161,351300.0000000000
48166,530710.0000000000
48168,356260.0000000000
48175,491568.0000000000
48177,982056.0000000000
